"annee","pole","hopital","service","chef","note","garde","ECOS","pédagogie..5","avis","matiere"
"DFASM2","Pole 4","Louis Mourier","Gynecologie Obstetrique","Mandelbrot",16,7,"oui",4.5,"Stage très prenant, d’autant plus qu’il est relativement loin ,  on apprends beaucoup pendant les gardes, il faut s’investir pour pouvoir faire le maximum de geste , les accouchements physiologiques notamment, il faut demander à pouvoir suivre une sage femme car il y’a aussi des étudiantes sages femmes qui sont prioritaires à ce niveau  ","Gynécologie"
"DFASM2","Pole 4","Robert Debré","Pneumologie pédiatrique","Houdouin",16,0,"oui",4.5,"Stage qui vous permet de passer et repasser sur des points de pneumo pédiatrique, surtout pour ce qui concerne l'asthme et les allergies en HDJ. Cependant, pas mal de hors programme car notre programme de pneumo n'est pas tout à fait exhaustif.
Organisation entre demi-journée ou journée entière au choix du moment que ça remplit le quota de 5 DJ/semaine.
L'équipe médicale est bienveillante et a maintenu un bon encadrement le long du stage.","Pneumologie"
"DFASM2","Pole 4","Saint-Joseph","Néonatalogie","Autret",14,0,"oui",5,"8h30-13h 

2 secteurs :
Suite de couches : 
> participer au staff de gynobs
> faire l’examen de sortie, donner les conseils aux parents, créer les dossiers et faire les ordonnances. 

Néonat :
> préparer staff du maton
> faire les prescriptions, examiner ses patients 

Tous les jours petit-dej de 10h à 10h30-11h, apportez vos capsules de café, les pédiatres apportent le pain!
Pas mal de moments vides, bcp de cas hors EDN mais très bonne ambiance de stage, on apprend bcp à examiner les nnés et à gérer les prémas.
Possibilité d’aller voir des accouchements, césarienne + de faire de voir les pédiatres faire de la réa :)
C’est chill c’est cool, pas de gardes pas d’astreintes","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Neonatologie","Biran",18,0,"oui",5,"Stage un peu spé car c’est de la réanimation néonatale mais top pour examen clinique du bébé! Cours géniaux, cca trop sympas ! Bonne ambiance ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Pediatrie Generale","Faye",17,0,"oui",4.5,"Bon stage pour être planque et utile
On peut choisir d'être en journée complète (je conseille ++ l'aprem est vraiment plus intéressant) ou non 
Les chefs sont tous super sympas et veulent nous apprendre 
Le gros point positif du stage est qu'on prépare tous 2 ecos (relu et corrigé par Faye qui est responsable national ecos) dans le stage donc chaque vendredi on a un entraînement quali 
Le côté frustrant c'est qu'on passe finalement très peu de temps en salle, et c'est galère de trouver des consult intéressantes voire même des médecins dispo pour nous accueillir a chaque fois... ","Pédiatrie"
"DFASM2","Pole 4","Necker","Gynéco obstétrique","Ville",14,8,"non",4,"Globalement c'est un ""bon"" stage d'obstétrique. Il n'y a QUE de l'obstétrique donc contrairement à d'autres stages de gynéco obs vous ne verrez aucune chir gyneco, pas d'hystérographie, hystéroscopie, c'est full femmes enceintes. 
C'est aussi pas mal ""ambiance Necker"" avec pas mal de patientes privées (il y a 3 PUPH) qu'on n'a pas le droit de suivre en salle de naissance, et pas mal de trucs spécialisés/techniques (service spécialisé en chirurgie in utéro par exemple). 
Mais l'avantage, c'est que pour un stage d'obstétrique, c'est assez chill en terme d'horaires puisqu'il y a 5 postes à pourvoir : salle de naissance, bloc opératoire, consultations, prima facie, et urgences sachant qu'on était 7 externes. En gros prima facie on y a jamais mis les pieds, le bloc opératoire c'est hyper répétitif (césariennes +++ et aspirations/curetage majoritairement, tu fais aide op), la salle de naissance il faut arriver MOTIVE si on veut voir/faire des trucs (j'ai réussi à faire un accouchement 4 mains et honnêtement ça vaut le coup), mais si vous êtes pas hyper impliqués les sages femmes vont vous ignorer (y en a des très sympas hein), les urgences c'est terrible y a 1-2 patientes par matinée donc venez avec de quoi taffer (y a une salle de repos avec une grande table). Et puis la consultation c'est des échographies (T1, T2), de la consult classique quoi et on y allait que lundi, mardi et mercredi. 
Autre point important, les gardes sont partagées avec les externes de gynéco chir de l'HEGP qui viennent donc 1J/2. En gros, l'essentiel c'est qu'il y ait toujours 1 externe au bloc, 1 externe aux urgences, 1 externe en consult (au moins les 3 premiers jours de la semaine). Donc ça laisse clairement des semaines off. 
Vous allez apprendre à poser des spéculums, faire aide op pour les césariennes (vous serez calés à la fin), faire un peu d'écho et potentiellement des accouchements 4 mains ! Si vous êtes impliqués vous apprendrez pas mal de ce stage mais à l'inverse si vous avez la flemme ca risque d'être très ennuyeux...","Gynécologie"
"DFASM2","Pole 4","Robert Debré","Chirurgie Generale - Digestive","El Ghoneimi",5,5,"oui",1.5,"Il faut arrêter d’envoyer des externes dans ce stage, on se lève tôt pour ne rien en tirer c’est assez difficile à vivre sur 3 mois.
L’ambiance est catastrophique et l’encadrement des externes tout autant.","Hépato-Gastro-Entérologie"
"DFASM2","Pole 4","Saint-Joseph","Gynéco","obstétrique - AZRIA St",17,6,"oui",3.5,"Stage parfait, quand on y va on apprend et possibilité de se dégager beaucoup de jours off. Le plus fatiguant et prenant c’est les gardes mais formatrices ! Le bloc c’est l’autre secteur prenant et fatiguant plus ou moins pédagogique pour le coup.. très bonne ambiance générale dans le service, le stage de gyneco le plus chill de tout l’UP honnêtement (de ce que je comprends). Pas une planque mais quand même beaucoup de jours off : j’y suis allée un mois au total (j’ai compté les repos de garde comme des journées consommées par le stage) sur la totalité de la durée du stage. Rentable. Pas d’IVG dans le stage, on réoriente les patientes respectueusement vers des établissements qui le pratiquent. ","Gynécologie"
"DFASM2","Pole 5","Lariboisière","Neurologie","Chabriat",19,7,"oui",4.5,"Les gardes avec des alerte thrombolyse vraiment une mise en situation et application parfaite des cours et situation d'urgence adrénaline +++
Incroyable qd il ne se passe rien 40€ et gros dodo

Stage de ouf posez pleins de suestions regardez masse d'imagerie c une dinguerie tellement c bénef et passsionnant !","Neurologie"
"DFASM2","Pole 5","Beaujon","Chirurgie Maxillo-faciale","Vacher",18,0,"non",4,"Très bon stage de chir, fonctionnement en journée complète, de base c’est full bloc mais il faut forcer pour aussi aller en consult, on est aide op donc ils ont besoin de nous, on se sent donc plutôt utile. Attention aux lambeaux qui commencent à 8h et peuvent terminer à minuit :) Quelques chir antipathiques voire irrespectueux mais les internes, Vacher et le CCA Kevin incroyables ","CMF"
"DFASM2","Pole 5","Lariboisière","Neurologie","Kubis",15,0,"non",4.5,"Service où on est observateur la plupart du temps, on peut vite se sentir inutile mais les chefs et internes sont vraiment là pour nous apprendre beaucoup.
Toute l’équipe médicale et paramédicale est très sympa et on vous calcule ++. 

On a deux présentations à faire le jeudi matin sur des patients vu, pour apprendre la sémiologie topographique, ça fait bien progresser et les présentations sont à préparer sur le temps de stage. Staff vendredi matin aussi.

L’hdj c’est là où on est le plus utile et on finit souvent tôt
L’emg c’est un peu long et répétitif
L’eeg parfois il y a pas grand chose donc pas hésiter à aller en consultation. On peut aller aussi en exploration/consultation de cardio ça fait des rappels.

Possibilité de faire des journées complètes en consultation par exemple et rattraper la demi journée une autre fois. (Mais ils kiffent pas trop qu’on soit pas pour les staffs sauf vacances évidemment) ","Neurologie"
"DFASM2","Pole 5","Sainte-Anne","Neurologie","MAS Sainte",12,5,"non",2,"Très très déçue de ce stage qui était pourtant bien noté.

Points négatifs :
- Pas d’ECOS
- Cours faits par les externes. Et sur 6 cours il y en a 3 qui ont sauté par « manque de chef »
- 1 visite par semaine pendant laquelle on apprend plein de choses mais qui saute 1 fois sur 2
- Trop d’externes, on se marche dessus, mais si on ne vient pas on se fait allumer
- On sort très tard (parfois 14h) alors qu’on ne sert pas nécessairement à grand chose
- Rôle administratif ++ : on fait des bons pour des examens d’imagerie

C’est dommage parce que le stage en soit couvre beaucoup de pathologies (AVC +++, SEP, épilepsie, Guillain Barré, myasthénie…) mais on est très peu encadré par les chefs (plutôt par les internes +++ et qui ne sont pas tous très sympa). Les chefs sont nombreux : la plupart sont vraiment hyper gentils mais on ne les voit pas (ils restent dans leur bureau) et certains sont désagréables (par contre ceux là on les voit, ils ne nous disent pas bonjour, mais on doit obéir à toutes leurs demandes)
En HDJ on est bien encadrés et on peut bien examiner les patients mais on sort super tard
En neuro intensive c’est que des AVC donc on retient bien quel territoire -> quel déficit mais personne ne va venir vous chercher il faut apprendre par vous même (4 ordis pour 14 externes et 7 internes, bon courage pour observer les images de vos patients…)
En neuro gé c’est cool, c’est intéressant, mais on fait beaucoup d’administratif aussi

Les points positifs de ce stage (oui il y en a quand même quelques uns) :
- Les visites sont géniales on apprend énormément de choses, mais (point négatif) le chef de la visite et souvent celui qui est « d’urgence » (= reçoit les appels pour alerte thrombolyse) donc la visite a sauté 1 fois sur 2 car alerte thrombolyse pendant la matinée
- Les gardes sont très intéressantes si le chef est cool et qu’il a envie de vous apprendre des choses. Vous faites les entrées des alertes avc donc c’est intéressant

Bref, très déçue. J’ai mis 12/20 car on voit quand même beaucoup de pathologies mais il faut apprendre soi-même et je trouve que le temps passé en stage par rapport à ce qu’on apprend est démesuré.","Neurologie"
"DFASM2","Pole 5","Lariboisière","Orl","Herman",18,0,"oui",4.5,"Stage planque si on veut se planquer, mais très formateur quand on vient en stage, l’équipe est très cool et on balaye tout le collège d’ORL assez facilement. Pour ceux qui aiment le bloc je trouvais ce stage assez incroyable, les blocs sont très variés et impressionnants. Quelques jours où ils ont vraiment besoin de nous au bloc (indisponibilités d’internes) ","ORL"
"DFASM2","Pole 5","Sainte-Anne","Neurochir","Pallud",18,3,"non",3.5,"Stage planque +++ Mais attention nouvelle CCA donc peut-être que ça sera plus aussi planque (à voir les prochains trimestres). Vraiment on vous en demande pas beaucoup mais si vous voulez vous investir et apprendre ils sont très ouverts. Faites des grandes gardes vraiment c'est le plus enrichissant, le chef et les internes prennent le temps de vous expliquez et tout et vous avez une vraie place dans la prise en charge ( et en plus vous êtes en off toute la semaine après donc très benef) ","Neurologie"
"DFASM2","Pole 5","Necker","Chir maxillo faciale","Picard",14,0,"oui",4.5,"Le +++ du stage : ils sont très cool d’organiser plein de cours donc très sympa, on se sent encadré en début de stage 
Consult avec les internes c’est cool on voit les séquelles de fractures maxillo faciales etc 
Consult Angiomes très sympa aussi 
Il faut aller à toute les consult au moins 1 fois… 
On voit des opérations assez cool et qu’on reverra peut être jamais si on fait pas maxillo facial 
Les équipes sont globalement très cool 
ECOS en fin de stage carré 

Les - : 
1) c’est Necker donc tout est rang Y donc c’est frustrant surtout quand les partiels approchent de voir que des trucs hors prog 

2) On vous dit que vous n’êtes pas indispensables mais c’est à nuancer parce qu’un coup vous tenez le mur telle une belle plante verte. Un coup ils sont pas contents parce que vous n’êtes pas là pour tenir l’écarteur au bloc mdr. Donc allez aux blocs ou vous êtes utiles (les GPP et le reste il faut voir avec les internes) et ils seront sympa avec vous

PS: Soyez à l’heure car c’est important pour eux  

Enjoyyyy","CMF"
